Statistical profiling result from nobloq.log, (5187 ticks, 11 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/utils.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    2.0%      Function: ^parseOptions /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:208:22
      1  100.0%        LazyCompile: ~MongoClient /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/mongo_client.js:60:16
      1  100.0%          LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/connection.js:776:31
      1  100.0%            t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1    2.0%      Function: ^URLStateMachine /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:481:25
      1  100.0%        LazyCompile: ~module.exports.basicURLParse /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:1206:41
      1  100.0%          LazyCompile: ~URLImpl /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL-impl.js:7:14
      1  100.0%            LazyCompile: ~exports.setup /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL.js:49:17

    101    1.9%  T node::native_module::NativeModuleEnv::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    101  100.0%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
     74   73.3%      Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     60   81.1%        Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
     11   18.3%          Function: ~<anonymous> node:crypto:1:1
     11  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      9   15.0%          Function: ~<anonymous> node:http:1:1
      9  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    6.7%          Function: ~<anonymous> node:_http_client:1:1
      4  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      3  100.0%            LazyCompile: ~get node:crypto:287:8
      3    5.0%          Function: ~<anonymous> node:tls:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          Function: ~<anonymous> node:internal/cluster/primary:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          Function: ~<anonymous> node:internal/child_process:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          Function: ~<anonymous> node:child_process:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          LazyCompile: ~lazyLoadStreams node:fs:2841:25
      2  100.0%            LazyCompile: ~get ReadStream node:fs:2984:17
      2    3.3%          Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          Function: ~<anonymous> node:https:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          Function: ~<anonymous> node:assert:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          Function: ~<anonymous> node:_http_common:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          LazyCompile: ~initializeCJSLoader node:internal/bootstrap/pre_execution:422:29
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1    1.7%          LazyCompile: ~get node:dns:334:8
      1  100.0%            t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1    1.7%          LazyCompile: ~get BlockList node:net:1779:16
      1  100.0%            t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1    1.7%          Function: ~<anonymous> node:tty:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/blocklist:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:dns:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:cluster:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_tls_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_http_server:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     14   18.9%        Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
     13   92.9%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
     13  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1    7.1%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
     27   26.7%      LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     27  100.0%        LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      4   14.8%          LazyCompile: ~initializeCJSLoader node:internal/bootstrap/pre_execution:422:29
      4  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      4   14.8%          Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      4  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3   11.1%          Function: ~<anonymous> node:internal/process/esm_loader:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3   11.1%          Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3   11.1%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2    7.4%          Function: ~<anonymous> node:internal/source_map/source_map_cache:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.7%          LazyCompile: ~setupInspectorHooks node:internal/bootstrap/pre_execution:233:29
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1    3.7%          LazyCompile: ~initializeSourceMapsHandlers node:internal/bootstrap/pre_execution:461:38
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1    3.7%          LazyCompile: ~initializeReport node:internal/bootstrap/pre_execution:183:26
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1    3.7%          Function: ~<anonymous> node:internal/modules/esm/module_map:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.7%          Function: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.7%          Function: ~<anonymous> node:internal/modules/cjs/loader:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.7%          Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.7%          Function: ~<anonymous> node:internal/bootstrap/pre_execution:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27

     92    1.8%  T __kernelrpc_mach_port_set_attributes
     55   59.8%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      3    5.5%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      3  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2    3.6%      t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1   50.0%        LazyCompile: ~resolveExports node:internal/modules/cjs/loader:472:24
      1  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%            LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   50.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/types/buffer.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      2    3.6%      LazyCompile: ~OAuth2Strategy /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/passport-oauth2/lib/strategy.js:77:24
      2  100.0%        LazyCompile: ~Strategy /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/passport-facebook/lib/strategy.js:48:18
      2  100.0%          Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:1:1
      2  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1    1.8%      LazyCompile: ~validateRetryConfig /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/utils/api-request.js:139:29
      1  100.0%        LazyCompile: ~HttpClient /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/utils/api-request.js:159:24
      1  100.0%          LazyCompile: ~ServiceAccountCredential /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/app/credential-internal.js:63:38
      1  100.0%            LazyCompile: ~cert /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/app/credential-factory.js:100:14
      1    1.8%      LazyCompile: ~urlencoded /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/body-parser/lib/types/urlencoded.js:43:21
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:1:1
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~serveStatic /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/serve-static/index.js:72:31
      1  100.0%        LazyCompile: ~handle /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          LazyCompile: ~trim_prefix /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:288:23
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:275:64
      1    1.8%      LazyCompile: ~scanLine /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:803:22
      1  100.0%        LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:730:32
      1  100.0%          t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%            LazyCompile: ~generateSource /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:709:28
      1    1.8%      LazyCompile: ~readSync node:fs:684:18
      1  100.0%        LazyCompile: ~tryReadSync node:fs:429:21
      1  100.0%          LazyCompile: ~readFileSync node:fs:450:22
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~parsersCb node:_http_common:170:65
      1  100.0%        LazyCompile: ~alloc node:internal/freelist:15:8
      1  100.0%          LazyCompile: ~connectionListenerInternal node:_http_server:442:36
      1  100.0%            Function: ^defaultTriggerAsyncIdScope node:internal/async_hooks:445:36
      1    1.8%      LazyCompile: ~parserOnIncoming node:_http_server:852:26
      1  100.0%        LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    1.8%      LazyCompile: ~onParserExecuteCommon node:_http_server:690:31
      1  100.0%        Function: ^onParserExecute node:_http_server:633:25
      1    1.8%      LazyCompile: ~normalizeParseOptions /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/qs/lib/parse.js:189:59
      1  100.0%        LazyCompile: ~module.exports /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/qs/lib/parse.js:222:27
      1  100.0%          Function: ^parseExtendedQueryString /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/utils.js:291:34
      1  100.0%            Function: ^query /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/middleware/query.js:39:24
      1    1.8%      LazyCompile: ~nocompress /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:134:25
      1  100.0%        LazyCompile: ~onResponseHeaders /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:140:47
      1  100.0%          LazyCompile: ~writeHead /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/on-headers/index.js:28:29
      1  100.0%            LazyCompile: ~_implicitHeader node:_http_server:264:68
      1    1.8%      LazyCompile: ~maybeCacheSourceMap node:internal/source_map/source_map_cache:74:29
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    1.8%      LazyCompile: ~makeClientMetadata /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:670:28
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~jsonParser /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/body-parser/lib/types/json.js:98:30
      1  100.0%        Function: ^handle /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          Function: ^trim_prefix /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:288:23
      1  100.0%            Function: ^<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:275:64
      1    1.8%      LazyCompile: ~hrtime node:internal/process/per_thread:67:18
      1  100.0%        Function: ^now /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:708:13
      1  100.0%          LazyCompile: ~calculateDurationInMs /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:714:31
      1  100.0%            LazyCompile: ~hasTimedOut /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sessions.js:535:16
      1    1.8%      LazyCompile: ~header /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/response.js:754:29
      1  100.0%        LazyCompile: ~send /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/response.js:107:25
      1  100.0%          LazyCompile: ~done /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/response.js:1006:27
      1  100.0%            LazyCompile: ~tryHandleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:252:24
      1    1.8%      LazyCompile: ~get isPinned /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/transactions.js:88:17
      1  100.0%        LazyCompile: ~get isPinned /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sessions.js:126:17
      1  100.0%          LazyCompile: ~executeWithServerSelection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:66:36
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:17:48
      1    1.8%      LazyCompile: ~fresh /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/parseurl/index.js:153:16
      1  100.0%        LazyCompile: ~parseurl /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/parseurl/index.js:35:19
      1  100.0%          LazyCompile: ~getPathname /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:526:21
      1  100.0%            LazyCompile: ~next /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:176:16
      1    1.8%      LazyCompile: ~fresh /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/fresh/index.js:33:16
      1  100.0%        Function: ^<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/request.js:467:36
      1  100.0%          t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%            Function: ^send /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/response.js:107:25
      1    1.8%      LazyCompile: ~exports.is /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL.js:11:14
      1  100.0%        LazyCompile: ~get pathname /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL.js:321:17
      1  100.0%          LazyCompile: ~parseOptions /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:208:22
      1  100.0%            LazyCompile: ~MongoClient /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/mongo_client.js:60:16
      1    1.8%      LazyCompile: ~execute /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/indexes.js:128:12
      1  100.0%        LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:148:61
      1  100.0%          LazyCompile: ~processWaitQueue /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/topology.js:636:26
      1  100.0%            LazyCompile: ~selectServer /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/topology.js:286:17
      1    1.8%      LazyCompile: ~emit node:events:340:44
      1  100.0%        LazyCompile: ~addChunk /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_readable.js:295:18
      1  100.0%          LazyCompile: ~readableAddChunk /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_readable.js:249:26
      1  100.0%            LazyCompile: ~Readable.push /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_readable.js:222:36
      1    1.8%      LazyCompile: ~digest node:internal/crypto/hash:115:40
      1  100.0%        Function: ^entitytag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/etag/index.js:39:20
      1  100.0%          LazyCompile: ~etag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/etag/index.js:70:15
      1  100.0%            LazyCompile: ~generateETag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/utils.js:275:32
      1    1.8%      LazyCompile: ~createRegex /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:558:25
      1  100.0%        LazyCompile: ~Template /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:507:18
      1  100.0%          LazyCompile: ~compile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:379:35
      1  100.0%            LazyCompile: ~handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21
      1    1.8%      LazyCompile: ~createHash node:crypto:129:20
      1  100.0%        LazyCompile: ~entitytag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/etag/index.js:39:20
      1  100.0%          LazyCompile: ~etag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/etag/index.js:70:15
      1  100.0%            LazyCompile: ~generateETag /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/utils.js:275:32
      1    1.8%      LazyCompile: ~createDebug /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/debug/src/common.js:60:22
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/engine.io/build/transport.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~createDebug /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/node_modules/debug/src/debug.js:63:21
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~connectionListenerInternal node:_http_server:442:36
      1  100.0%        Function: ^defaultTriggerAsyncIdScope node:internal/async_hooks:445:36
      1  100.0%          LazyCompile: ~connectionListener node:_http_server:436:28
      1  100.0%            Function: ^emit node:events:340:44
      1    1.8%      LazyCompile: ~compression /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:59:31
      1  100.0%        Function: ^handle /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          Function: ^trim_prefix /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:288:23
      1  100.0%            Function: ^<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:275:64
      1    1.8%      LazyCompile: ~_transform /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/winston/lib/winston/logger.js:267:13
      1  100.0%        LazyCompile: ~Transform._read /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_transform.js:171:38
      1  100.0%          LazyCompile: ~Transform._write /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_transform.js:156:39
